Emotion,Text,label
happy,i feel very rich very blessed very joyful,0
happy,im feeling rather pleased with myself tonight because i did that,0
happy,i feel so carefree nowwwwww,0
happy,i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot,0
happy,i want to have a job where i am permanent and where i feel like i am valued,0
happy,i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love,0
happy,i will actually feel comfortable speaking to others in just japanese i feel pretty happy about my current progress,0
happy,i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,0
happy,i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood,0
happy,i feel more confident about this team right now than i did four hours ago,0
happy,i feel have a fabulous birding weekend everyone,0
happy,i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it,0
happy,i suddenly feel a lot smarter and more talented than i did last night,0
happy,i get into what it actually does i feel like everyone should buy it just because it smells amazing,0
happy,i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago,0
happy,i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,0
happy,i feel like i captured all his sweet looks,0
happy,i feel like i need cute pictures to share,0
happy,i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money,0
happy,i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,0
happy,i am feeling really carefree and today was really carefree,0
happy,i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country,0
happy,i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy,0
happy,i feel that gulam ali is even more talented than many other classical singers,0
happy,i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special,0
happy,i would feel differently if i believed that the leaders were perfectly truthful,0
happy,i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity,0
happy,i said i feel incredibly thankful on the whole,0
happy,i feel inspired and eager to press on when the sun shines,0
happy,im just hoping i can walk by then because my thighs are not feeling at all friendly today,0
happy,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,0
happy,i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,0
happy,im feeling fine,0
happy,im feeling quite pleased this week,0
happy,i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th,0
happy,i am feeling hopeful and looking forward once again,0
happy,i feel so comfortable around him,0
happy,i feel privileged having the opportunity to be a part of it all,0
happy,ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning,0
happy,i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced,0
happy,i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out,0
happy,i feel that way considering most people are pretending to be the way they are and very very few are being sincere,0
happy,i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,0
happy,i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,0
happy,i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,0
happy,i feel that something wonderful is going to happen,0
happy,im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die,0
happy,i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world,0
happy,i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day,0
happy,i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,0
happy,i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something,0
happy,i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,0
happy,im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you,0
happy,i feel very popular and also a little pressure to keep it up which is exactly what i need,0
happy,i took a chance and kept crying in hopes she might feel benevolent,0
happy,i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it,0
happy,i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,0
happy,i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,0
happy,i feel glad to have my little blog to share with you the dangers i see on the path ahead,0
happy,i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one,0
happy,i feel more joy and anticipation of all that is my divine right,0
happy,i feel thrilled to be able to investigate my own personal mythology around this subject,0
happy,i feel creative right now and it makes me happy,0
happy,i could wear on a casual shopping trip to feel fabulous without even trying,0
happy,i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,0
happy,i feel so lucky to live in portland land of delicious food,0
happy,i folk if im feeling sociable,0
happy,i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts,0
happy,i feel like ive been in a more innocent version of a one night stand,0
happy,i feel like ive got a handle on trusting my instincts,0
happy,i feel so complacent and start thinking that i am so smart,0
happy,i put my leg around yours and wrap my arms under yours for me to feel safe again,0
happy,i am so relieved and excited and i feel confident again,0
happy,im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,0
happy,i feel more clever,0
happy,i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,0
happy,i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,0
happy,i feel really tranquil where i am right now,0
happy,i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,0
happy,i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today,0
happy,i feel fine e terminando com eight days a week um ano depois,0
happy,i feel vital full of energy every day and super positive,0
happy,i mean how would you feel if euan got hauled in for murder but you knew he was innocent,0
happy,i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,0
happy,i don t feel that talented at impacting how things end up at the moment,0
happy,i find myself feeling happy more and more and it feels so very good,0
happy,im feeling ok and always has a hand on me or sits very close,0
happy,im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,0
happy,i feel like an innocent victim i feel that i just can t win,0
happy,i feel they are sincere in wanting to resolve these grievances,0
happy,i male are stupid first for woman cry babies and should get over it and you feel really cool for putting the stupid men in their place,0
happy,i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,0
happy,i love everything that were learning about and feel really passionate about design,0
happy,im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,0
happy,i was wondering why i was feeling so ecstatic,0
happy,i use an elevated lexicon to feel more intelligent,0
happy,i will write anything if i feel passionate about it or at the very least if it genuinely interests me,0
happy,i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,0
happy,i would feel joyful,0
happy,i kinda did steal joshua s customer i feel amused,0
happy,i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,0
happy,i don t feel successful if that makes sense,0
happy,i feel like my life is practically perfect in every way right now and i am every so happy,0
happy,i just feel like if i don t suffer to produce something then it s not worthwhile,0
happy,i was feeling creative i see you alternate version of me,0
happy,i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,0
happy,i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,0
happy,i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke,0
happy,i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating,0
happy,i could feel his sweet spirit and i was happy to be helping him,0
happy,id feel better,0
happy,i watch hgtv and i feel like im not that talented,0
happy,i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,0
happy,i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,0
happy,i feel very resolved yet somehow very depressed,0
happy,i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour,0
happy,ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,0
happy,i feel this book explains things well and is easy to use,0
happy,i feel pretty jolly,0
happy,i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that,0
happy,i have something to tell you girls i finally feel brave enough to share the news,0
happy,i surround myself with bible verses that help me to transcend to a space where i feel safe and secure,0
happy,i slough off the carapace of crud that has enveloped me for the past thirty odd hours i feel invigorated and finally ready to face the day,0
happy,ive been a busy girl but it has been a very good type of busy and im feeling really happy about things right now and i am loving my new start in glasgow,0
happy,i should have been depressed but i was actually feeling inspired,0
happy,i started out feeling really optimistic and driven for this paper coz it was gonna teach me the meaning and ways of being a leader,0
happy,i drove us to the car parts place and terry feels like im safe to drive again so yippee,0
happy,i am thankful for feeling useful,0
happy,i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me,0
happy,i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans,0
happy,i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms,0
happy,i guess it all just depends on my mood whether im feeling sociable or not,0
happy,im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,0
happy,i feel so honored to be nominated for this award,0
happy,im feeling quite joyful today,0
happy,when i received the first year results as the first year had involved a lot of work and i was very pleased when i got the results,0
happy,i feel assured the world around me seems brighter,0
happy,i cant hide my feeling when i feel so glad,0
happy,i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,0
happy,i attempted to call my mom to talk to her but she answered the phone with suck fake regard for my feelings she had her jolly voice on and i just told her nevermind and she said okay i have a couple guests walking through the door so i have to go and feed them some pie,0
happy,i have these random moments where i feel suddenly very creative and would love to sit down and hear the tick tick tick of the keyboard keys as my thoughts spilled out onto the screen,0
happy,i smoothly hand her a twenty feeling smug that they are both interested,0
happy,i feel like its the perfect time to enlist some extra help,0
happy,i don t know how i feel about today because part of me is convinced that i am making this so much more difficult than it actually is or as mehow casually remarks in the april infield insider getting out of the box you are in that was never there in the first place,0
happy,i was feeling a bit casual and put on a plain tank top with loose bottoms i got from zara,0
happy,i said i wanted to give you a little sample of the writing i denied you then but i m feeling a little more generous today i suppose because i just have to share one little taste,0
happy,i need to feel assured i need to feel secure,0
happy,i drove home i was aware of feeling not like myself and then she called to ask if i was ok,0
happy,i can feel it weighing on me filling my thoughts as i try to do homework or help out at special olympics,0
happy,i love the rainbow look that i have going on and think that it feels really festive i just hope the kids don t feel like it s suppose to be a constant party in our classroom thanks to the tissue paper balls,0
happy,i can do to that would truly express the utter gratitude and thankfulness i feel for your sincere gesture and i am very grateful,0
happy,i feel energized and eager to write tomorrow,0
